订单ID,订单日期,发货日期,配送方式,区域,省份,客户ID,客户名称,客户类型,产品类别,产品名称,单价,数量,折扣率,销售额,利润,利润率,销售员,支付方式
ORD-202400180,2024-04-14,2024-04-16,京东物流,华东,杭州,C01023,刘娜强,教育机构,食品饮料,坚果零食,112.73,33,0.15,3162.08,-169.17,-0.0535,李华,对公转账
ORD-202400210,2024-04-14,2024-04-20,自提,东北,大连,C01023,刘娜强,教育机构,办公用品,碎纸机,499.66,29,0.1,13041.13,742.04,0.0569,赵强,支付宝
ORD-202500959,2024-04-14,2024-04-16,标准快递,华东,上海,C01176,刘伟伟,企业客户,电子产品,智能手表,6242.33,25,0,156058.25,26607.93,0.1705,陈静,微信支付
ORD-202400061,2024-04-15,2024-04-22,专线物流,东北,哈尔滨,C01113,刘勇杰,个人消费者,电子产品,耳机,5186.71,3,0.05,14782.12,3228.42,0.2184,郑丽,对公转账
ORD-202400074,2024-04-15,2024-04-21,自提,东北,沈阳,C01038,李杰,政府机构,办公用品,打印纸,382.74,18,0.2,5511.46,1694.22,0.3074,赵强,支付宝
ORD-202400470,2024-04-16,2024-04-18,自提,东北,大连,C01154,周杰,教育机构,服装鞋帽,裤子,1034.15,43,0,44468.45,6238.92,0.1403,陈静,银行卡
ORD-202400574,2024-04-16,2024-04-22,标准快递,华中,郑州,C01024,胡艳磊,企业客户,家居用品,暖风机,871.39,13,0,11328.07,-1011.6,-0.0893,赵强,对公转账
ORD-202500907,2024-04-16,2024-04-21,京东物流,华东,宁波,C01109,杨勇,政府机构,食品饮料,坚果零食,96.41,19,0.25,1373.84,422.18,0.3073,刘洋,微信支付
ORD-202400721,2024-04-18,2024-04-25,专线物流,华北,天津,C01069,刘磊娜,教育机构,电子产品,智能手机,3708.85,46,0.2,136485.68,14235.46,0.1043,张明,货到付款
ORD-202400867,2024-04-18,2024-04-21,标准快递,华北,天津,C01057,杨洋,教育机构,电子产品,智能手表,5249.24,1,0.15,4461.85,-19.19,-0.0043,刘洋,货到付款
ORD-202400018,2024-04-19,2024-04-21,自提,华中,合肥,C01169,周勇静,政府机构,办公用品,订书机,151.46,45,0.1,6134.13,-552.69,-0.0901,张明,银行卡
ORD-202400454,2024-04-19,2024-04-21,顺丰速运,华中,长沙,C01113,刘勇杰,个人消费者,办公用品,订书机,395.34,49,0.1,17434.49,4576.55,0.2625,周伟,支付宝
ORD-202400546,2024-04-19,2024-04-22,专线物流,西南,成都,C01063,周超,个人消费者,办公用品,订书机,233.18,38,0.15,7531.71,55.73,0.0074,吴敏,微信支付
ORD-202400037,2024-04-20,2024-04-24,专线物流,西北,银川,C01160,胡洋强,教育机构,电子产品,智能手机,2610.79,10,0,26107.9,-1127.86,-0.0432,陈静,对公转账
ORD-202400492,2024-04-20,2024-04-21,专线物流,华北,青岛,C01125,刘涛强,教育机构,食品饮料,咖啡,196.02,33,0,6468.66,1983.94,0.3067,李华,对公转账
ORD-202400812,2024-04-20,2024-04-21,京东物流,华东,合肥,C01131,杨伟强,教育机构,电子产品,耳机,6325.86,13,0.3,57565.33,-2492.58,-0.0433,周伟,银行卡
ORD-202400866,2024-04-20,2024-04-27,标准快递,华北,石家庄,C01110,刘强磊,教育机构,服装鞋帽,围巾,419.62,14,0.25,4406.01,342.79,0.0778,赵强,微信支付
ORD-202500662,2024-04-21,2024-04-27,专线物流,华北,青岛,C01103,张娟,企业客户,食品饮料,茶叶,140.12,18,0.3,1765.51,-18.01,-0.0102,郑丽,对公转账
ORD-202500702,2024-04-21,2024-04-24,自提,华南,厦门,C01035,胡静超,企业客户,服装鞋帽,帽子,397.99,18,0.1,6447.44,1460.35,0.2265,张明,对公转账
ORD-202400463,2024-04-23,2024-04-24,顺丰速运,西南,成都,C01125,刘涛强,教育机构,电子产品,移动电源,7505.51,12,0,90066.12,-819.6,-0.0091,张明,支付宝
ORD-202400848,2024-04-23,2024-04-25,自提,西南,贵阳,C01080,刘超,个人消费者,食品饮料,果汁,16.55,14,0,231.7,67.59,0.2917,吴敏,货到付款
ORD-202500083,2024-04-23,2024-04-25,专线物流,华东,上海,C01058,胡伟娜,个人消费者,电子产品,耳机,2166.12,5,0.25,8122.95,-442.7,-0.0545,周伟,货到付款
ORD-202500894,2024-04-23,2024-04-25,京东物流,华东,杭州,C01111,黄洋,教育机构,服装鞋帽,外套,496.17,49,0.2,19449.86,1050.29,0.054,郑丽,货到付款
ORD-202500251,2024-04-24,2024-05-01,专线物流,华南,佛山,C01087,胡静,个人消费者,服装鞋帽,背包,797.77,44,0,35101.88,-1133.79,-0.0323,赵强,银行卡
ORD-202500559,2024-04-24,2024-04-27,京东物流,西南,昆明,C01193,胡敏,个人消费者,办公用品,签字笔,124.14,15,0.3,1303.47,223.68,0.1716,陈静,对公转账
ORD-202400209,2024-04-25,2024-04-30,专线物流,华东,南京,C01113,刘勇杰,个人消费者,服装鞋帽,背包,1982.24,35,0,69378.4,16789.57,0.242,周伟,微信支付
ORD-202400559,2024-04-25,2024-04-30,专线物流,华中,武汉,C01021,刘芳强,企业客户,家居用品,暖风机,2201.94,49,0.1,97105.55,10603.93,0.1092,李华,对公转账
ORD-202400694,2024-04-25,2024-04-28,京东物流,西南,贵阳,C01184,马勇磊,教育机构,食品饮料,果汁,51.53,18,0,927.54,58.71,0.0633,张明,银行卡
ORD-202500916,2024-04-25,2024-05-01,专线物流,西北,银川,C01045,赵芳,政府机构,电子产品,智能手表,7363.61,11,0.3,56699.8,-311.85,-0.0055,张明,对公转账
ORD-202400050,2024-04-26,2024-04-29,顺丰速运,华中,武汉,C01012,吴强,个人消费者,办公用品,白板,340.85,32,0.25,8180.4,1637.72,0.2002,郑丽,信用卡
ORD-202400394,2024-04-26,2024-04-30,顺丰速运,西北,银川,C01012,吴强,个人消费者,食品饮料,咖啡,119.39,42,0.15,4262.22,-383.17,-0.0899,郑丽,对公转账
ORD-202400653,2024-04-26,2024-04-30,京东物流,华中,武汉,C01177,徐丽涛,个人消费者,电子产品,移动电源,1093.3,2,0.2,1749.28,99.18,0.0567,吴敏,微信支付
ORD-202500032,2024-04-26,2024-05-03,专线物流,西北,银川,C01164,周强,教育机构,办公用品,订书机,362.53,29,0,10513.37,1949.18,0.1854,张明,支付宝
ORD-202500035,2024-04-26,2024-04-28,自提,华中,南昌,C01073,胡静,企业客户,办公用品,文件夹,278.61,11,0.25,2298.53,220.89,0.0961,刘洋,货到付款
ORD-202500851,2024-04-26,2024-05-01,顺丰速运,华中,武汉,C01170,陈娟洋,政府机构,电子产品,充电器,6589.24,17,0,112017.08,33325.08,0.2975,赵强,支付宝
ORD-202400023,2024-04-27,2024-05-01,京东物流,华东,杭州,C01143,黄伟,政府机构,家居用品,扫地机器人,2038.68,44,0.15,76246.63,25565.5,0.3353,周伟,支付宝
ORD-202400960,2024-04-27,2024-05-04,专线物流,华北,青岛,C01027,吴芳磊,教育机构,家居用品,暖风机,2467.21,13,0.2,25658.98,5591.09,0.2179,王芳,对公转账
ORD-202500058,2024-04-27,2024-04-29,京东物流,东北,哈尔滨,C01096,张杰强,政府机构,食品饮料,乳制品,39.63,16,0,634.08,-2.03,-0.0032,陈静,微信支付
ORD-202400003,2024-04-28,2024-05-05,京东物流,华中,合肥,C01133,黄伟静,教育机构,电子产品,充电器,6961.47,30,0.15,177517.48,-13420.32,-0.0756,吴敏,对公转账
ORD-202400028,2024-04-28,2024-04-29,顺丰速运,华南,厦门,C01191,王杰强,企业客户,家居用品,加湿器,1377.32,43,0.25,44418.57,3935.49,0.0886,李华,信用卡
ORD-202500137,2024-04-28,2024-05-02,专线物流,华东,合肥,C01024,胡艳磊,企业客户,办公用品,笔记本,100.85,28,0,2823.8,20.33,0.0072,赵强,支付宝
ORD-202500185,2024-04-28,2024-04-30,自提,华中,郑州,C01124,胡娜娟,教育机构,电子产品,平板电脑,5590.9,46,0,257181.4,63832.42,0.2482,周伟,对公转账
ORD-202500488,2024-04-28,2024-05-05,顺丰速运,东北,哈尔滨,C01165,黄勇,教育机构,家居用品,收纳盒,197.85,44,0.25,6529.05,-581.74,-0.0891,张明,信用卡
ORD-202500722,2024-04-28,2024-04-30,自提,华北,济南,C01061,赵敏,个人消费者,电子产品,移动电源,4246.09,29,0.05,116979.78,6340.3,0.0542,孙磊,货到付款
ORD-202400626,2024-04-29,2024-04-30,京东物流,华北,济南,C01009,杨芳静,政府机构,家居用品,加湿器,803.41,12,0.05,9158.87,1402.22,0.1531,王芳,银行卡
ORD-202500396,2024-04-29,2024-05-05,标准快递,西南,成都,C01104,陈磊芳,政府机构,办公用品,文件夹,186.02,16,0.2,2381.06,-36.19,-0.0152,张明,银行卡
ORD-202400095,2024-04-30,2024-05-03,标准快递,东北,哈尔滨,C01035,胡静超,企业客户,食品饮料,咖啡,199.28,19,0.2,3029.06,-29.99,-0.0099,王芳,信用卡
ORD-202400517,2024-04-30,2024-05-02,标准快递,华南,广州,C01140,张敏磊,企业客户,服装鞋帽,背包,543.57,30,0.2,13045.68,3716.71,0.2849,吴敏,对公转账
ORD-202500213,2024-04-30,2024-05-02,京东物流,西南,贵阳,C01134,朱超丽,企业客户,食品饮料,乳制品,78.95,31,0.1,2202.71,88.77,0.0403,李华,对公转账
ORD-202400373,2024-05-01,2024-05-06,京东物流,华东,宁波,C01019,朱涛,企业客户,服装鞋帽,T恤,1524.12,38,0,57916.56,12475.23,0.2154,李华,对公转账
ORD-202400921,2024-05-01,2024-05-03,标准快递,华中,南昌,C01172,王娟,企业客户,办公用品,白板,300.1,12,0.15,3061.02,762.5,0.2491,周伟,信用卡
ORD-202400957,2024-05-01,2024-05-05,自提,华中,合肥,C01200,吴伟,教育机构,食品饮料,乳制品,137.3,9,0.1,1112.13,264.69,0.238,周伟,对公转账
ORD-202500788,2024-05-01,2024-05-02,京东物流,东北,长春,C01079,徐杰丽,教育机构,办公用品,打印纸,72.38,1,0,72.38,-5.84,-0.0807,赵强,货到付款
ORD-202500889,2024-05-01,2024-05-03,京东物流,华南,东莞,C01122,李涛洋,教育机构,家居用品,扫地机器人,2400.63,28,0.2,53774.11,11416.24,0.2123,王芳,信用卡
ORD-202500221,2024-05-02,2024-05-03,标准快递,华中,武汉,C01189,张磊洋,政府机构,办公用品,打印纸,429.66,18,0.05,7347.19,1431.23,0.1948,陈静,银行卡
ORD-202500497,2024-05-02,2024-05-08,顺丰速运,华北,太原,C01053,杨娜敏,企业客户,电子产品,智能手表,4846.77,42,0.25,152673.26,37633.96,0.2465,张明,支付宝
ORD-202500640,2024-05-02,2024-05-07,标准快递,东北,沈阳,C01028,周敏,个人消费者,办公用品,文件夹,159.47,28,0.1,4018.64,-331.54,-0.0825,王芳,银行卡
ORD-202400726,2024-05-03,2024-05-06,顺丰速运,华中,南昌,C01132,胡涛,教育机构,办公用品,白板,303.74,23,0,6986.02,1916.96,0.2744,吴敏,信用卡
ORD-202400779,2024-05-03,2024-05-09,专线物流,西南,重庆,C01137,朱洋,个人消费者,电子产品,平板电脑,6304.72,16,0.3,70612.86,7054.22,0.0999,周伟,银行卡
ORD-202400078,2024-05-04,2024-05-05,专线物流,华南,佛山,C01162,黄强静,政府机构,服装鞋帽,裤子,172.47,32,0.3,3863.33,545.5,0.1412,赵强,对公转账
ORD-202400523,2024-05-04,2024-05-10,专线物流,东北,哈尔滨,C01028,周敏,个人消费者,办公用品,订书机,209.81,14,0.05,2790.47,489.45,0.1754,孙磊,货到付款
ORD-202400801,2024-05-04,2024-05-10,专线物流,西南,贵阳,C01108,徐娟,政府机构,食品饮料,茶叶,104.9,3,0.05,298.97,-23.59,-0.0789,陈静,信用卡
ORD-202500051,2024-05-04,2024-05-06,标准快递,西南,成都,C01094,赵丽超,政府机构,服装鞋帽,T恤,1060.09,49,0,51944.41,-140.25,-0.0027,张明,微信支付
ORD-202500059,2024-05-05,2024-05-06,专线物流,华北,青岛,C01060,杨娟娟,企业客户,电子产品,充电器,2664.51,30,0.3,55954.71,14430.72,0.2579,周伟,支付宝
ORD-202400025,2024-05-06,2024-05-10,自提,华北,青岛,C01060,杨娟娟,企业客户,办公用品,订书机,193.61,41,0.1,7144.21,-365.78,-0.0512,郑丽,支付宝
ORD-202400321,2024-05-06,2024-05-11,标准快递,华北,太原,C01170,陈娟洋,政府机构,家居用品,收纳盒,2094.72,41,0,85883.52,3048.86,0.0355,孙磊,货到付款
ORD-202400934,2024-05-06,2024-05-08,京东物流,西南,昆明,C01147,黄娟敏,企业客户,服装鞋帽,背包,1623.26,7,0.25,8522.11,485.76,0.057,刘洋,对公转账
ORD-202500192,2024-05-06,2024-05-13,自提,东北,长春,C01130,王磊磊,教育机构,食品饮料,咖啡,164.2,18,0,2955.6,-193.89,-0.0656,张明,支付宝
ORD-202400924,2024-05-08,2024-05-09,专线物流,华北,北京,C01138,胡磊,个人消费者,服装鞋帽,运动鞋,840.39,45,0,37817.55,2919.51,0.0772,李华,信用卡
ORD-202400011,2024-05-09,2024-05-14,顺丰速运,西南,昆明,C01004,赵强,企业客户,电子产品,移动电源,6768.06,7,0.25,35532.32,11004.36,0.3097,王芳,信用卡
ORD-202400827,2024-05-09,2024-05-16,自提,西南,南宁,C01131,杨伟强,教育机构,食品饮料,咖啡,146.28,31,0.3,3174.28,-224.74,-0.0708,孙磊,货到付款
ORD-202400768,2024-05-10,2024-05-14,自提,西北,银川,C01117,杨超,教育机构,家居用品,暖风机,1554.16,34,0,52841.44,11228.81,0.2125,王芳,支付宝
ORD-202500473,2024-05-10,2024-05-13,京东物流,东北,大连,C01005,孙杰娟,企业客户,服装鞋帽,帽子,512.18,16,0.2,6555.9,1006.33,0.1535,李华,对公转账
ORD-202400101,2024-05-11,2024-05-18,顺丰速运,东北,大连,C01078,刘艳强,企业客户,家居用品,加湿器,1523.51,4,0,6094.04,811.12,0.1331,陈静,微信支付
ORD-202400332,2024-05-13,2024-05-17,专线物流,华中,武汉,C01174,王丽强,企业客户,食品饮料,坚果零食,12.06,17,0.1,184.52,-17.42,-0.0944,郑丽,货到付款
ORD-202400967,2024-05-13,2024-05-16,京东物流,华北,青岛,C01167,王敏强,企业客户,办公用品,白板,390.51,34,0.3,9294.14,624.57,0.0672,郑丽,微信支付
ORD-202500444,2024-05-13,2024-05-20,京东物流,西南,成都,C01010,马伟娟,个人消费者,服装鞋帽,T恤,640.29,13,0.2,6659.02,472.79,0.071,周伟,货到付款
ORD-202500990,2024-05-13,2024-05-19,顺丰速运,华中,南昌,C01184,马勇磊,教育机构,办公用品,碎纸机,465.53,45,0,20948.85,203.2,0.0097,王芳,支付宝
ORD-202400499,2024-05-14,2024-05-16,专线物流,西北,兰州,C01181,杨洋,企业客户,服装鞋帽,帽子,1383.89,13,0,17990.57,701.63,0.039,周伟,微信支付
ORD-202400958,2024-05-14,2024-05-15,自提,华东,上海,C01088,陈涛勇,企业客户,家居用品,收纳盒,1052.04,1,0.05,999.44,-76.56,-0.0766,张明,对公转账
ORD-202400619,2024-05-15,2024-05-19,专线物流,华北,太原,C01060,杨娟娟,企业客户,食品饮料,果汁,130.0,19,0.05,2346.5,-168.24,-0.0717,陈静,货到付款
ORD-202400713,2024-05-15,2024-05-16,自提,华北,青岛,C01033,李静,个人消费者,服装鞋帽,裤子,326.5,8,0.1,2350.8,-188.3,-0.0801,陈静,银行卡
ORD-202400773,2024-05-15,2024-05-22,标准快递,华南,厦门,C01084,王芳,个人消费者,食品饮料,乳制品,91.64,29,0,2657.56,770.43,0.2899,郑丽,对公转账
ORD-202500151,2024-05-15,2024-05-16,自提,华北,青岛,C01147,黄娟敏,企业客户,办公用品,打印纸,499.41,50,0.25,18727.88,619.89,0.0331,郑丽,支付宝
ORD-202500293,2024-05-15,2024-05-20,专线物流,华北,北京,C01026,朱芳,教育机构,家居用品,收纳盒,754.5,49,0.3,25879.35,2970.95,0.1148,陈静,支付宝
ORD-202400146,2024-05-16,2024-05-22,标准快递,东北,哈尔滨,C01058,胡伟娜,个人消费者,电子产品,笔记本电脑,7943.13,26,0.25,154891.04,-6613.85,-0.0427,刘洋,支付宝
ORD-202500593,2024-05-16,2024-05-18,顺丰速运,华中,合肥,C01066,王超,个人消费者,家居用品,加湿器,2404.43,10,0.15,20437.65,2987.98,0.1462,李华,支付宝
ORD-202400383,2024-05-17,2024-05-23,顺丰速运,西北,乌鲁木齐,C01028,周敏,个人消费者,食品饮料,坚果零食,90.74,50,0.1,4083.3,486.32,0.1191,郑丽,货到付款
ORD-202500309,2024-05-17,2024-05-23,专线物流,华东,南京,C01052,赵强强,企业客户,食品饮料,乳制品,32.9,10,0.3,230.3,7.95,0.0345,吴敏,支付宝
ORD-202500439,2024-05-18,2024-05-23,京东物流,华北,青岛,C01083,李娟洋,个人消费者,食品饮料,咖啡,24.86,43,0.05,1015.53,337.87,0.3327,李华,货到付款
ORD-202500877,2024-05-18,2024-05-24,标准快递,西南,重庆,C01098,徐勇磊,个人消费者,电子产品,移动电源,5515.25,31,0.1,153875.48,1677.24,0.0109,李华,银行卡
ORD-202400269,2024-05-19,2024-05-21,京东物流,西北,银川,C01158,黄磊丽,政府机构,食品饮料,果汁,65.5,46,0.25,2259.75,479.29,0.2121,郑丽,微信支付
ORD-202400944,2024-05-19,2024-05-23,标准快递,华中,合肥,C01191,王杰强,企业客户,服装鞋帽,围巾,293.15,1,0.3,205.2,-2.95,-0.0144,周伟,货到付款
ORD-202500867,2024-05-20,2024-05-23,专线物流,华中,南昌,C01006,黄艳,企业客户,家居用品,扫地机器人,1595.81,39,0.3,43565.61,-3019.1,-0.0693,李华,支付宝
ORD-202400407,2024-05-21,2024-05-28,京东物流,东北,沈阳,C01103,张娟,企业客户,家居用品,加湿器,2355.83,11,0,25914.13,-90.7,-0.0035,郑丽,对公转账
ORD-202500757,2024-05-22,2024-05-25,京东物流,西南,贵阳,C01198,吴敏,企业客户,食品饮料,乳制品,120.05,3,0.25,270.11,44.78,0.1658,周伟,微信支付
ORD-202400860,2024-05-23,2024-05-27,专线物流,东北,哈尔滨,C01032,周超芳,企业客户,家居用品,收纳盒,2520.33,39,0,98292.87,-1985.52,-0.0202,周伟,货到付款
ORD-202400593,2024-05-24,2024-05-31,专线物流,华中,长沙,C01026,朱芳,教育机构,办公用品,订书机,86.68,16,0.3,970.82,-79.32,-0.0817,王芳,信用卡
ORD-202500729,2024-05-24,2024-05-31,专线物流,华中,南昌,C01006,黄艳,企业客户,服装鞋帽,帽子,1923.22,4,0.15,6538.95,1177.01,0.18,王芳,信用卡
ORD-202500930,2024-05-24,2024-05-28,专线物流,西南,南宁,C01004,赵强,企业客户,服装鞋帽,帽子,840.25,25,0.3,14704.37,1567.49,0.1066,孙磊,微信支付
ORD-202500940,2024-05-24,2024-05-26,标准快递,东北,哈尔滨,C01013,徐强涛,个人消费者,食品饮料,乳制品,3.01,37,0,111.37,35.87,0.3221,周伟,货到付款
ORD-202400198,2024-05-25,2024-05-28,自提,华北,石家庄,C01113,刘勇杰,个人消费者,食品饮料,乳制品,43.75,31,0.1,1220.62,139.52,0.1143,李华,银行卡
ORD-202400512,2024-05-25,2024-05-29,专线物流,东北,长春,C01179,黄洋,个人消费者,电子产品,充电器,4030.23,12,0.3,33853.93,10900.97,0.322,周伟,微信支付
ORD-202400987,2024-05-25,2024-05-26,自提,华南,广州,C01176,刘伟伟,企业客户,家居用品,加湿器,1174.59,23,0.1,24314.01,38.9,0.0016,李华,货到付款
ORD-202500088,2024-05-25,2024-05-26,标准快递,西北,银川,C01195,黄芳洋,教育机构,食品饮料,茶叶,7.1,17,0,120.7,-2.8,-0.0232,陈静,对公转账
ORD-202500749,2024-05-25,2024-05-29,标准快递,西北,银川,C01164,周强,教育机构,服装鞋帽,运动鞋,1834.58,5,0,9172.9,2525.3,0.2753,郑丽,信用卡
ORD-202400152,2024-05-26,2024-06-01,自提,西南,重庆,C01045,赵芳,政府机构,食品饮料,茶叶,57.21,36,0.3,1441.69,426.6,0.2959,吴敏,对公转账
ORD-202400535,2024-05-26,2024-06-02,专线物流,东北,沈阳,C01183,赵芳勇,企业客户,服装鞋帽,围巾,1985.8,14,0,27801.2,2966.39,0.1067,张明,支付宝
ORD-202500174,2024-05-26,2024-05-27,顺丰速运,东北,大连,C01073,胡静,企业客户,食品饮料,饼干,57.82,40,0.1,2081.52,-114.9,-0.0552,刘洋,支付宝
ORD-202500416,2024-05-26,2024-05-27,顺丰速运,西北,兰州,C01031,张娟超,企业客户,电子产品,智能手表,77.2,4,0.15,262.48,64.54,0.2459,张明,货到付款
ORD-202400079,2024-05-27,2024-05-30,专线物流,华中,武汉,C01022,徐洋磊,企业客户,服装鞋帽,外套,519.1,27,0,14015.7,2789.12,0.199,李华,银行卡
ORD-202400288,2024-05-27,2024-06-01,京东物流,西南,贵阳,C01122,李涛洋,教育机构,电子产品,智能手表,7122.12,22,0.05,148852.31,-11580.71,-0.0778,张明,银行卡
ORD-202400033,2024-05-28,2024-05-30,专线物流,西南,昆明,C01061,赵敏,个人消费者,家居用品,台灯,1993.34,2,0,3986.68,-371.96,-0.0933,张明,银行卡
ORD-202400500,2024-05-28,2024-06-03,标准快递,西南,重庆,C01038,李杰,政府机构,办公用品,打印纸,280.88,47,0,13201.36,-225.74,-0.0171,周伟,银行卡
ORD-202400565,2024-05-28,2024-06-02,顺丰速运,东北,大连,C01113,刘勇杰,个人消费者,食品饮料,乳制品,198.74,50,0.15,8446.45,59.97,0.0071,郑丽,微信支付
